speaker,ipu,stimulus,sentence_ons,sentence_off,word_ons,word_off,v1_ons,c2_ons,v2_ons,voice_ons,voice_off,c1_rel,c2_rel
it06,ipu_51,Sentivo 'puto' di nuovo,212.3982362199475,213.9020537887294,212.884943,213.284943,213.02482687360663,213.12184736191514,213.22493163074293,213.01481377391906,213.14534764006441,212.98793125561625,213.19745075168345
it06,ipu_52,Sentivo 'tepo' di nuovo,215.2362825281604,216.79788912995232,215.774943,216.1431607734271,215.894943,215.984943,216.08656548858048,215.88554290448803,216.008115258925,215.85506762801074,--undefined--
it06,ipu_53,Sentivo 'paco' di nuovo,218.23393305597278,219.6660944012043,218.679932,219.049932,218.789932,218.8928638724014,219.009932,218.78553169023112,218.92461197139488,--undefined--,218.9713881356361
it06,ipu_54,Scrivete 'chito' sul foglio,221.138097982928,222.84868559915134,221.64543428637458,221.984943,221.784943,221.84553904351088,221.93043197078083,221.78264901596378,221.87471235152304,221.7130183522979,221.90329007149643
it06,ipu_55,Ha detto 'pepo' sei volte,224.2086830879372,225.80758449033706,224.599955,224.979955,224.7119768710376,224.799955,224.919955,224.70840873591308,224.8302839802783,224.67546153866348,--undefined--
it06,ipu_56,Sentivo 'poco' di nuovo,227.20557216640708,228.60783763645486,227.649932,227.9979061542599,227.75535493348863,227.84024786075858,227.949932,227.75380066942373,227.8813478426063,227.7260583866551,227.91487231822168
it06,ipu_57,Sentivo 'teto' di nuovo,229.91468085095443,231.3915544650336,230.394921,230.75485751050903,230.52510142322882,230.61403687084493,230.70634726635475,230.51514969214318,230.64270628042033,230.48637153660474,230.6734725191406
it06,ipu_58,Scrivete 'pito' sul foglio,235.9766834922916,237.68373622106392,236.49614735677676,236.8498678870682,236.6113591866431,236.68210329270138,236.794943,236.60545504757516,236.70988609385273,236.59384739283544,236.75788370592355
it06,ipu_59,Scrivete 'pupo' sul foglio,239.16399405444488,240.85251701972922,239.664921,240.034921,239.794921,239.864921,239.9603705626439,239.79058699945375,239.88676689538292,239.7690733615376,239.93495368901603
it06,ipu_60,Sentivo 'pepo' di nuovo,245.5020725560787,246.87652947378257,245.939932,246.279932,246.049932,246.139932,246.229932,246.044599612983,246.15873259078887,246.0320440780182,246.20298414727293
it06,ipu_61,Ha detto 'tato' sei volte,249.78710587459508,251.42913985589811,250.194943,250.554943,250.31061225942642,250.414943,250.49539299000347,250.3037478096826,250.41651560522078,250.29158681408896,250.4820467233653
it06,ipu_62,Ripete 'topo' da sempre,252.6965731327264,254.16596321589896,253.11901650890303,253.449955,253.219955,253.309955,253.3929018980612,253.2162528812841,253.32641570598977,253.21132533269784,253.38125051099192
it06,ipu_63,Scrivete 'copo' sul foglio,255.37225105463912,257.05092153550567,255.8593747563548,256.219955,255.989955,256.0635220338373,256.169955,255.99161917266628,256.1042315631275,255.97021450182288,256.1424388541823
it06,ipu_64,Sentivo 'cato' di nuovo,258.5536670472383,260.0961609185725,259.1034498143199,259.46786888385463,259.21461912384007,259.324921,259.411273599008,259.2057529196805,259.33830558935745,259.17832415794885,259.3869861856062
it06,ipu_65,Ripete 'tuco' da sempre,261.51257520983194,263.0022532288103,261.934966,262.264966,262.0482091557019,262.10682570072163,262.2038461890301,262.04087511410415,262.1244972032831,262.01309720987825,262.1631002877161
it06,ipu_66,Scrivete 'paco' sul foglio,264.325952639963,265.9927493762387,264.8130763416787,265.184943,264.924943,265.02530865985364,265.1162653676429,264.9261631103095,265.0388231848282,264.8882469836949,265.0897985529613
it06,ipu_67,Ripete 'chico' da sempre,267.2259811696816,268.7139010163423,267.6379890944704,267.999932,267.7734135260677,267.8401151117798,267.949932,267.76497984392694,267.8529734668746,267.6989854213259,267.9188237015926
it06,ipu_68,Ripete 'cheto' da sempre,273.05351763094046,274.53916240098044,273.4901098283288,273.809932,273.60734291836826,273.6720232439073,273.75489491100416,273.59484586596267,273.6977196685719,273.55622637527915,273.730550198348
it06,ipu_69,Scrivete 'coco' sul foglio,277.1141157361689,278.8045753561439,277.6436859015196,277.974966,277.7487914305205,277.8357056179635,277.93070484609893,277.7462886595102,277.8500601217638,277.71379779787816,277.90906331698824
it06,ipu_70,Ha detto 'teto' sei volte,280.09003076356504,281.63689630576766,280.4639638955874,280.81423414391054,280.5872607661462,280.674921,280.764921,280.58030874551673,280.6936315025327,280.55691090515023,280.744501533185
it06,ipu_71,Ripete 'puco' da sempre,283.0889411022078,284.6120591552285,283.454943,283.824943,283.59021362513516,283.654943,283.76454963291644,283.5802630286051,283.6781727787776,283.55704050566897,283.74037884079615
it06,ipu_72,Ha detto 'teco' sei volte,286.252165753249,287.799125172342,286.629932,286.9969201572555,286.747374495657,286.8302461627539,286.939932,286.74050572485504,286.85237412640754,286.70845648219006,286.8915853081956
it06,ipu_73,Ha detto 'tapo' sei volte,289.299932,290.77132682991385,289.66030130716456,290.019932,289.769932,289.859932,289.969932,289.7669768493081,289.87996523660064,289.75419219342695,289.94846605525373
it06,ipu_74,Sentivo 'pico' di nuovo,292.668988796151,294.0947479389331,293.104943,293.464943,293.224943,293.2895156692909,293.404943,293.2187971139604,293.3117043126725,293.2166279143141,293.3665317648636
it06,ipu_75,Scrivete 'capo' sul foglio,295.523712818644,297.2113143950284,296.018921561052,296.374943,296.1361546510915,296.214943,296.3087232151473,296.12352780706,296.2390441439884,296.0889009415938,296.29162149306524
it06,ipu_76,Ripete 'chito' da sempre,298.849955,300.3611516742014,299.2453975158374,299.5820265758441,299.3889069881271,299.449955,299.529955,299.37546783840423,299.47021274736215,299.3184935152674,299.5033178351261
it06,ipu_77,Sentivo 'poto' di nuovo,302.09213037452855,303.4756122646408,302.50446744983975,302.849955,302.609955,302.70659346714916,302.80765647580387,302.5991945709869,302.7100008330946,302.5774437914985,302.7851498369897
it06,ipu_78,Ripete 'tico' da sempre,305.3111981324814,306.78470607007506,305.714921,306.074921,305.838747037659,305.9014061030249,306.004921,305.8304582153864,305.90451467812784,305.7892021581885,305.9759866935915
